latitude,longitude,population,land_use,dist_river_m,dist_road_m
2.6599999999999984,101.6839999999992,1.7786089,8.0,223.6789386187671,101.70364265987556
2.6599999999999984,101.6889999999992,0.8960214,8.0,270.86115595973575,285.9881140656371
2.6599999999999984,101.69399999999919,0.9379025,1.0,762.2001196878263,153.026138451806
2.6599999999999984,101.69899999999919,0.6611609,1.0,1266.438978591665,68.7144553105624
2.6599999999999984,101.70399999999918,0.60130405,1.0,1787.5014667940861,195.40514724605723
2.6599999999999984,101.70899999999918,0.49057665,1.0,1912.860849168465,453.29294004280086
2.6599999999999984,101.71399999999917,0.46015722,1.0,1364.690625454515,423.7751100613633
2.6599999999999984,101.71899999999917,0.8803673,1.0,827.9856644753847,131.49383991384263
2.6599999999999984,101.72399999999917,1.8960137,1.0,358.5617649153527,403.09099656877316
2.6599999999999984,101.72899999999916,3.5519433,3.0,249.25029548072703,9.313639801168303
2.6599999999999984,101.73399999999916,3.2656505,1.0,476.33100473468375,93.81487768112206
2.6599999999999984,101.73899999999915,2.2256713,1.0,604.1897221788861,113.02485678331985
2.6599999999999984,101.74399999999915,1.3913469,1.0,56.64834330570449,212.48287454864575
2.6649999999999983,101.53899999999933,2.6503932,1.0,118.47866670207853,113.08812002984769
2.6649999999999983,101.54399999999933,1.4712788,1.0,405.28876907726004,113.39917739683752
2.6649999999999983,101.54899999999932,3.0178158,3.0,926.9424426984579,95.62214144980811
2.6649999999999983,101.55399999999932,9.820614,3.0,400.9972145831094,46.78524355493994
2.6649999999999983,101.55899999999932,9.544443,3.0,226.63642084236912,50.16267508191214
2.6649999999999983,101.56399999999931,5.637136,1.0,607.7946937704627,55.804714147860196
2.6649999999999983,101.5689999999993,3.6817412,1.0,51.28279574352316,64.1041318843181
2.6649999999999983,101.5739999999993,1.7094249,1.0,505.22496731565184,313.7875951035064
2.6649999999999983,101.5789999999993,1.1584008,1.0,1061.7298803833326,386.7587533741635
2.6649999999999983,101.58399999999929,1.2705617,1.0,1618.2319477394174,205.95188680774532
2.6649999999999983,101.58899999999929,2.044988,1.0,2174.731173659693,229.64221184100737
2.6649999999999983,101.59399999999928,2.0196974,1.0,2731.2275624199856,267.6610104253459
2.6649999999999983,101.59899999999928,1.095209,1.0,2848.984069641183,123.38392640740834
2.6649999999999983,101.60399999999927,0.56252104,1.0,2573.970832879587,84.45171791367194
2.6649999999999983,101.60899999999927,0.7837463,1.0,2179.2851722899914,24.670399191961998
2.6649999999999983,101.61399999999927,0.57018495,1.0,1869.0138603707428,30.757869581530542
2.6649999999999983,101.61899999999926,0.6659092,1.0,1690.29672816356,262.3282971574257
2.6649999999999983,101.62399999999926,0.43952855,1.0,1685.5102713091924,294.41557183766827
2.6649999999999983,101.62899999999925,0.34666783,1.0,1855.9980391496179,459.76447357568804
2.6649999999999983,101.63399999999925,0.34266716,1.0,2160.6584558932527,878.391747988725
2.6649999999999983,101.63899999999924,0.3433889,1.0,2551.8785262586484,1065.30129681278
2.6649999999999983,101.64399999999924,0.4434429,1.0,2920.014475257914,1027.163658849274
2.6649999999999983,101.64899999999923,0.51878655,1.0,3143.5086325247175,1028.7689556899822
2.6649999999999983,101.65399999999923,0.49517995,1.0,3231.6476163267207,1030.6231280880418
2.6649999999999983,101.65899999999922,0.7523372,1.0,2687.529634494255,541.8330180541046
2.6649999999999983,101.66399999999922,1.4010878,7.0,2147.61107182623,6.10040314722714
2.6649999999999983,101.66899999999922,4.1671643,1.0,1608.4891342133722,66.94569744013394
2.6649999999999983,101.67399999999921,4.4570427,1.0,1069.9640294402254,38.8619760051669
2.6649999999999983,101.6789999999992,2.6287477,1.0,531.4410934855493,26.971342739673936
2.6649999999999983,101.6839999999992,1.9483205,8.0,7.079677776125185,57.67219911033354
2.6649999999999983,101.6889999999992,1.3731246,1.0,524.0158352164417,90.06271710218192
2.6649999999999983,101.69399999999919,1.0838457,1.0,1019.3931607370528,143.58251657986236
2.6649999999999983,101.69899999999919,0.8578056,1.0,1514.250855315765,156.91455836178568
2.6649999999999983,101.70399999999918,0.48434183,1.0,2005.0408890056178,223.2059344234384
2.6649999999999983,101.70899999999918,0.41584313,1.0,2068.1587614089854,588.0879075085568
2.6649999999999983,101.71399999999917,0.48173162,1.0,1575.0011713885235,846.7306554284452
2.6649999999999983,101.71899999999917,0.46781182,1.0,1141.8450409399165,680.4081400829484
2.6649999999999983,101.72399999999917,0.84230036,1.0,864.1848901040944,486.08165121720515
2.6649999999999983,101.72899999999916,4.1499333,1.0,802.7622854861673,161.62099437136322
2.6649999999999983,101.73399999999916,3.1737506,1.0,711.2920199333776,6.787685940968628
2.6649999999999983,101.73899999999915,2.1254473,1.0,257.7490796229189,77.76313275296633
2.6649999999999983,101.74399999999915,0.7635377,8.0,42.74901820087719,237.80423758534135
2.669999999999998,101.52899999999934,2.1317403,8.0,26.168974314400916,30.38321676175181
2.669999999999998,101.53399999999934,3.3934367,1.0,398.5565939431879,11.15579761656769
2.669999999999998,101.53899999999933,2.9733124,1.0,307.27227795663975,82.49066861503358
2.669999999999998,101.54399999999933,0.9790524,1.0,216.7658858470798,230.7120597512068
2.669999999999998,101.54899999999932,1.3121601,1.0,767.492252866325,415.6412647376701
2.669999999999998,101.55399999999932,3.3093636,1.0,787.1863339275955,74.46112430795529
2.669999999999998,101.55899999999932,5.324093,1.0,714.3008109755079,31.792217099433216
2.669999999999998,101.56399999999931,3.2764297,1.0,588.1923004947091,398.8546189014676
